customer_id;full_name;gender;phone_number;province;email;created_at;data_source_note;source_reference;account_status;wallet_verified;risk_level
MOZ0496;Đặng Nhật Nam;Nam;340935189;Hải Dương;dangnhatnam0496@mock.invalid;2026-02-06 02:57:09;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0497;Đặng Bảo Diệm;Nam;353210472;Cần Thơ;dangbaodiem0497@mock.invalid;2025-04-07 02:55:03;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0498;Huỳnh Thành Cát;Nam;823594035;Bình Dương;huynhthanhcat0498@mock.invalid;2026-02-28 07:51:52;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0499;Phùng Mỹ Hoa Bính;Nữ;373008871;TP. Hồ Chí Minh;phungmyhoabinh0499@mock.invalid;2025-10-31 14:42:19;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0500;Bùi Bảo Long;Nam;926927644;Lâm Đồng;buibaolong0500@mock.invalid;2025-08-21 07:24:15;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0501;Dương Minh Tuấn;Nam;370052760;Sóc Trăng;duongminhtuan0501@mock.invalid;2025-02-20 22:46:09;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0502;Dương Gia Yến Linh;Nữ;330109250;Hải Phòng;duonggiayenlinh0502@mock.invalid;2026-01-07 16:01:25;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0503;Lý Quang Alves An;Nam;933239004;Vĩnh Phúc;lyquangalvesan0503@mock.invalid;2025-04-06 06:36:14;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0504;Lê Diệu Hán Chu;Nữ;391072806;Đắk Lắk;ledieuhanchu0504@mock.invalid;2026-02-14 14:12:45;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0505;Phạm Gia Hương;Nữ;898370192;Bắc Ninh;phamgiahuong0505@mock.invalid;2025-10-25 21:57:47;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0506;Ngụy Ngọc Tâm;Nữ;901184579;Vĩnh Phúc;nguyngoctam0506@mock.invalid;2025-07-20 09:56:58;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0507;Mạc Thu Anh;Nữ;346660034;Bến Tre;macthuanh0507@mock.invalid;2025-11-09 09:01:38;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0508;Trịnh Nhật Giáp;Nam;987490253;Đồng Nai;trinhnhatgiap0508@mock.invalid;2026-02-08 02:15:43;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0509;Đỗ Công Việt Nam;Nam;902686015;Đà Nẵng;docongvietnam0509@mock.invalid;2025-12-05 03:56:14;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0510;Vương Bảo Uyên;Nữ;917866814;Hà Nội;vuongbaouyen0510@mock.invalid;2025-11-06 05:24:54;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0511;Phạm Khánh Liễu;Nữ;844644650;Phú Thọ;phamkhanhlieu0511@mock.invalid;2026-04-19 08:27:45;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0512;Quốc Anh Đức;Nam;896894945;Thái Bình;quocanhduc0512@mock.invalid;2026-04-30 22:23:17;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0513;Tạ Mỹ Cán;Nữ;825405489;Thanh Hóa;tamycan0513@mock.invalid;2025-07-19 22:56:01;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0514;Đặng Anh Du Hưng;Nam;385750573;Thái Bình;danganhduhung0514@mock.invalid;2025-05-23 02:13:19;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0515;Phùng Văn Dũng;Nam;980023001;Tây Ninh;phungvandung0515@mock.invalid;2026-01-28 06:47:23;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0516;Nguyễn Xuân Quyết;Nam;852254399;Hà Nội;nguyenxuanquyet0516@mock.invalid;2025-03-11 03:31:40;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0517;Võ Mạnh Phúc Phủ;Nam;974561052;Thanh Hóa;vomanhphucphu0517@mock.invalid;2026-02-26 21:47:43;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0518;Tôn Tú Chu;Nữ;843829433;Bình Định;tontuchu0518@mock.invalid;2026-04-18 05:29:25;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0519;Chữ Anh Quang Trãi;Nam;767735401;Đà Nẵng;chuanhquangtrai0519@mock.invalid;2025-05-25 12:38:49;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0520;Quách Thu Filip;Nữ;862761233;Thừa Thiên Huế;quachthufilip0520@mock.invalid;2025-09-07 21:44:14;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0521;Đoàn Hồng Hương;Nữ;978807943;Thái Bình;doanhonghuong0521@mock.invalid;2026-01-30 12:35:39;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0522;Võ Hoài Nhi;Nữ;812919515;Cà Mau;vohoainhi0522@mock.invalid;2025-12-21 16:00:50;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0523;Đỗ Gia Long;Nam;930514948;Đà Nẵng;dogialong0523@mock.invalid;2026-03-23 00:33:33;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0524;Lý Thành Du Nhân;Nam;937771234;TP. Hồ Chí Minh;lythanhdunhan0524@mock.invalid;2025-07-28 03:22:46;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0525;Trần Bảo Hải;Nam;770629681;Hà Nội;tranbaohai0525@mock.invalid;2025-08-19 14:54:57;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0526;Mạc Diệu Anh;Nữ;353341009;Hải Dương;macdieuanh0526@mock.invalid;2025-05-04 19:25:42;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0527;Quốc Đức Vinh;Nam;909034118;Bắc Ninh;quocducvinh0527@mock.invalid;2026-05-18 09:34:35;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0528;Đoàn Bảo Nhân;Nam;829558309;Bến Tre;doanbaonhan0528@mock.invalid;2025-05-19 22:16:24;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0529;Tạ Gia Căn;Nam;963074118;Vĩnh Phúc;tagiacan0529@mock.invalid;2025-09-23 20:56:32;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0530;Ngô Tú Hán Giang;Nữ;945032633;Nghệ An;ngotuhangiang0530@mock.invalid;2025-12-11 22:44:23;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0531;Tô Thị Khánh;Nữ;700900772;An Giang;tothikhanh0531@mock.invalid;2026-03-26 05:58:08;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0532;Mỹ Anh Hưng;Nam;397686889;Bình Định;myanhhung0532@mock.invalid;2026-03-28 18:11:13;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0533;Hoàng Xuân Cường;Nam;814204830;Phú Thọ;hoangxuancuong0533@mock.invalid;2025-11-02 15:55:34;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0534;Chữ Công Đạt;Nam;320192041;Hà Tĩnh;chucongdat0534@mock.invalid;2025-09-20 15:59:42;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0535;Trịnh Thành Phong;Nam;983293573;Vĩnh Phúc;trinhthanhphong0535@mock.invalid;2025-02-21 08:28:43;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0536;La Thành Việt Phủ;Nam;894110396;An Giang;lathanhvietphu0536@mock.invalid;2025-06-01 08:34:17;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0537;Đỗ Hồng Thư;Nữ;829797125;Bắc Ninh;dohongthu0537@mock.invalid;2025-06-25 17:50:35;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0538;Hồ Duy Liêm;Nam;926075837;TP. Hồ Chí Minh;hoduyliem0538@mock.invalid;2025-12-14 14:57:03;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0539;Ngô Thanh Hán Liễu;Nữ;789240069;Thừa Thiên Huế;ngothanhhanlieu0539@mock.invalid;2025-11-16 16:39:41;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0540;Võ Thị Loan;Nữ;760182794;Hải Dương;vothiloan0540@mock.invalid;2025-12-05 23:03:27;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0541;Vũ Bích Ngân;Nữ;840534281;Đồng Nai;vubichngan0541@mock.invalid;2025-04-13 16:25:24;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0542;Phan Duy Bình;Nam;985424136;Khánh Hòa;phanduybinh0542@mock.invalid;2025-12-08 23:07:32;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0543;Tôn Hồng Mai;Nữ;841579576;Sóc Trăng;tonhongmai0543@mock.invalid;2026-05-07 04:22:53;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0544;Dương Gia Chi;Nữ;888984445;Bình Định;duonggiachi0544@mock.invalid;2026-05-20 04:46:01;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0545;Cao Hoài Tỵ;Nữ;921342653;Đắk Lắk;caohoaity0545@mock.invalid;2026-05-07 04:44:53;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0546;Vương Khánh Lan Bính;Nữ;811510441;Bình Định;vuongkhanhlanbinh0546@mock.invalid;2025-08-26 21:07:24;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0547;Huỳnh Gia Như;Nữ;891972672;Quảng Ninh;huynhgianhu0547@mock.invalid;2026-01-15 02:05:58;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0548;Lâm Kim Dung;Nữ;796925495;Đắk Lắk;lamkimdung0548@mock.invalid;2026-05-14 15:18:25;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0549;La Xuân Quang Đức;Nam;392295294;Phú Thọ;laxuanquangduc0549@mock.invalid;2026-05-06 14:44:08;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0550;Ngụy Hữu Lâm;Nam;774409108;Đắk Lắk;nguyhuulam0550@mock.invalid;2026-03-02 22:30:07;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0551;Kiều Mỹ Trúc;Nữ;891022804;Hà Nội;kieumytruc0551@mock.invalid;2026-02-02 07:27:00;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0552;Hồ Bảo Phương;Nữ;399441895;Cà Mau;hobaophuong0552@mock.invalid;2025-12-14 10:54:15;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0553;Cao Hoàng Cường;Nam;821540056;Hà Nội;caohoangcuong0553@mock.invalid;2025-06-13 17:12:37;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0554;Tư Hoàng Đạt;Nam;934325116;Đắk Lắk;tuhoangdat0554@mock.invalid;2025-10-09 09:19:13;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0555;Lâm Mai Tâm;Nữ;966266003;Bình Định;lammaitam0555@mock.invalid;2025-05-10 21:08:09;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0556;Trịnh Hồng Vy;Nữ;845140747;Khánh Hòa;trinhhongvy0556@mock.invalid;2025-01-02 02:08:51;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0557;Võ Khánh Hoa;Nữ;837473059;Thái Bình;vokhanhhoa0557@mock.invalid;2025-09-19 16:54:05;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0558;La Diệu Hương;Nữ;884962635;Bình Định;ladieuhuong0558@mock.invalid;2025-05-29 05:42:06;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0559;Lê Hồng Tý;Nữ;829667274;Cà Mau;lehongty0559@mock.invalid;2025-06-08 16:00:48;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0560;Đinh Gia Tâm;Nữ;859547430;Nghệ An;dinhgiatam0560@mock.invalid;2025-01-20 08:59:17;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0561;Đinh Diệu Trúc Filip;Nữ;963735768;Cà Mau;dinhdieutrucfilip0561@mock.invalid;2026-02-14 11:09:58;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0562;Tư Gia Minh;Nam;760652842;Đắk Lắk;tugiaminh0562@mock.invalid;2025-06-25 21:57:03;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0563;Trịnh Thành Việt Long;Nam;827444609;Thanh Hóa;trinhthanhvietlong0563@mock.invalid;2026-01-01 01:54:09;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0564;Quách Bích Anh;Nữ;930155647;Lâm Đồng;quachbichanh0564@mock.invalid;2026-05-07 02:21:38;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0565;Hà Mai Quỳnh;Nữ;897494245;An Giang;hamaiquynh0565@mock.invalid;2026-01-06 12:07:30;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0566;Đỗ Ánh Uyên;Nữ;869819582;Vĩnh Phúc;doanhuyen0566@mock.invalid;2025-02-26 04:42:43;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0567;Đoàn Kim Khánh;Nữ;381083154;Long An;doankimkhanh0567@mock.invalid;2025-09-28 15:35:57;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0568;Chu Diệu Phương;Nữ;859645489;Hải Dương;chudieuphuong0568@mock.invalid;2025-12-05 22:07:22;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0569;Triệu Bảo Chi;Nữ;968196262;An Giang;trieubaochi0569@mock.invalid;2025-01-20 22:11:46;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0570;Mạc Ngọc Thư Hán;Nữ;787388174;Vĩnh Phúc;macngocthuhan0570@mock.invalid;2025-12-16 10:14:22;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0571;Thái Hồng Quỳnh;Nữ;852832015;Hải Dương;thaihongquynh0571@mock.invalid;2026-02-07 12:12:24;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0572;Tạ Mỹ Liễu;Nữ;862650381;Sóc Trăng;tamylieu0572@mock.invalid;2025-11-04 05:07:30;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0573;Tư Diệu Chu;Nữ;378180345;An Giang;tudieuchu0573@mock.invalid;2026-03-14 01:35:53;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0574;Lê Văn Khang;Nam;822347994;TP. Hồ Chí Minh;levankhang0574@mock.invalid;2025-02-04 10:51:49;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
